pre,post,value
SMDVR,vBWML13,1
SMDVR,vBWML14,1
SMDVR,vBWML15,1
SMDVR,vBWML16,1
SMBDL,ALNR,1
SMBDL,SDQR,1
SMBDL,RIH,1
SMBDL,AIZL,1
SMBDL,SAAVR,1
SMBDL,RMED,1
SMBDL,SMDDL,1
SMBDL,SMBVL,1
SMBDL,SIADL,1
SMBDL,SIAVL,1
SMBDL,dBWMR1,1
SMBDL,dBWMR2,1
SMBDL,dBWMR3,1
SMBDL,dBWMR4,1
SMBDL,dBWMR5,1
SMBDL,dBWMR6,1
SMBDL,dBWMR7,1
SMBDL,dBWMR8,1
SMBDL,dBWMR9,1
SMBDL,dBWMR10,1
SMBDL,dBWMR11,1
SMBDL,dBWMR12,1
SMBDL,dBWMR13,1
SMBDL,dBWMR14,1
SMBDL,dBWMR15,1
SMBDL,dBWMR16,1
SMBDR,ALNL,1
SMBDR,SDQL,1
SMBDR,SAAVL,1
SMBDR,AVAL,1
SMBDR,RMED,1
SMBDR,RIVL,1
SMBDR,SMDDR,1
SMBDR,SMBDL,1
SMBDR,SIADR,1
SMBDR,SIAVR,1
SMBDR,dBWML1,1
SMBDR,dBWML2,1
SMBDR,dBWML4,1
SMBDR,dBWML5,1
SMBDR,dBWML6,1
SMBDR,dBWML7,1
SMBDR,dBWMR1,1
SMBDR,dBWMR2,1
SMBDR,dBWMR7,1
SMBDR,dBWML8,1
SMBDR,dBWML9,1
SMBDR,dBWML10,1
SMBDR,dBWML11,1
SMBDR,dBWML12,1
SMBDR,dBWML13,1
SMBDR,dBWML14,1
SMBDR,dBWML15,1
SMBDR,dBWML16,1
SMBVL,PLNL,1
SMBVL,AIML,1
SMBVL,AVFL,1
SMBVL,AVHR,1
SMBVL,PVPL,1
SMBVL,SAADL,1
SMBVL,AVJR,1
SMBVL,AVBR,1
SMBVL,RMEV,1
SMBVL,RMDVR,1
SMBVL,SMBDL,1
SMBVL,SIAVL,1
SMBVL,vBWML1,1
SMBVL,vBWML2,1
SMBVL,vBWML3,1
SMBVL,vBWML4,1
SMBVL,vBWML5,1
SMBVL,vBWML6,1
SMBVL,vBWML7,1
SMBVL,vBWML8,1
SMBVL,vBWML9,1
SMBVL,vBWML10,1
SMBVL,vBWML11,1
SMBVL,vBWML12,1
SMBVL,vBWML13,1
SMBVL,vBWML14,1
SMBVL,vBWML15,1
SMBVL,vBWML16,1
SMBVL,exc_gl,1
SMBVL,hyp,1
SMBVR,ADLR,1
SMBVR,PLNR,1
SMBVR,CEPVR,1
SMBVR,PVR,1
SMBVR,AVHL,1
SMBVR,RMGR,1
SMBVR,SAADR,1
SMBVR,RIAR,1
SMBVR,RMEV,1
SMBVR,RMDL,1
SMBVR,RMDR,1
SMBVR,SMBDR,1
SMBVR,SIAVR,1
SMBVR,dBWMR4,1
SMBVR,vBWMR1,1
SMBVR,vBWMR2,1
SMBVR,vBWMR3,1
SMBVR,vBWMR4,1
SMBVR,vBWMR5,1
SMBVR,vBWMR6,1
SMBVR,vBWMR7,1
SMBVR,vBWMR8,1
SMBVR,vBWMR9,1
SMBVR,vBWMR10,1
SMBVR,vBWMR11,1
SMBVR,vBWMR12,1
SMBVR,vBWMR13,1
SMBVR,vBWMR14,1
SMBVR,vBWMR15,1
SMBVR,vBWMR16,1
SIBDL,SIADL,1
SIBDL,dBWMR5,1
SIBDL,dBWMR6,1
SIBDL,dBWMR7,1
SIBDL,dBWMR8,1
SIBDL,dBWMR9,1
SIBDL,dBWMR10,1
SIBDL,dBWMR11,1
SIBDL,dBWMR12,1
SIBDL,dBWMR13,1
SIBDL,dBWMR14,1
SIBDL,dBWMR15,1
SIBDL,dBWMR16,1
SIBDR,SMDDR,1
SIBDR,SIADR,1
SIBDR,dBWML5,1
SIBDR,dBWML6,1
SIBDR,dBWML7,1
SIBDR,dBWMR4,1
SIBDR,dBWML8,1
SIBDR,dBWML9,1
SIBDR,dBWML10,1
SIBDR,dBWML11,1
SIBDR,dBWML12,1
SIBDR,dBWML13,1
SIBDR,dBWML14,1
SIBDR,dBWML15,1
SIBDR,dBWML16,1
SIBVL,ALNR,1
SIBVL,PVPL,1
SIBVL,SMBDR,1
SIBVL,SIAVR,1
SIBVL,vBWML2,1
SIBVL,vBWMR5,1
SIBVL,vBWMR6,1
SIBVL,vBWMR7,1
SIBVL,vBWMR8,1
SIBVL,vBWMR9,1
SIBVL,vBWMR10,1
SIBVL,vBWMR11,1
SIBVL,vBWMR12,1
SIBVL,vBWMR13,1
SIBVL,vBWMR14,1
SIBVL,vBWMR15,1
SIBVL,vBWMR16,1
SIBVR,AVDR,1
SIBVR,RID,1
SIBVR,SIAVL,1
SIBVR,dBWMR4,1
SIBVR,vBWML5,1
SIBVR,vBWML6,1
SIBVR,vBWML7,1
SIBVR,vBWML8,1
SIBVR,vBWML9,1
SIBVR,vBWML10,1
SIBVR,vBWML11,1
SIBVR,vBWML12,1
SIBVR,vBWML13,1
SIBVR,vBWML14,1
SIBVR,vBWML15,1
SIBVR,vBWML16,1
SIADL,ALNR,1
SIADL,SDQR,1
SIADL,AVFR,1
SIADL,RMDL,1
SIADL,SMDDL,1
SIADL,SMBDL,1
SIADL,SIBDL,1
SIADL,dBWMR5,1
SIADL,dBWMR6,1
SIADL,dBWMR7,1
SIADL,dBWMR8,1
SIADL,dBWMR9,1
SIADL,dBWMR10,1
SIADL,dBWMR11,1
SIADL,dBWMR12,1
SIADL,dBWMR13,1
SIADL,dBWMR14,1
SIADL,dBWMR15,1
SIADL,dBWMR16,1
SIADR,SDQL,1
SIADR,ALML,1
SIADR,CEPDL,1
SIADR,IL1VR,1
SIADR,AVAL,1
SIADR,SMDDR,1
SIADR,SMBDR,1
SIADR,SIBDR,1
SIADR,dBWML5,1
SIADR,dBWML6,1
SIADR,dBWML7,1
SIADR,dBWML8,1
SIADR,dBWML9,1
SIADR,dBWML10,1
SIADR,dBWML11,1
SIADR,dBWML12,1
SIADR,dBWML13,1
SIADR,dBWML14,1
SIADR,dBWML15,1
SIADR,dBWML16,1
SIAVL,PLNL,1
SIAVL,ADEL,1
SIAVL,IL2L,1
SIAVL,SMDVR,1
SIAVL,SMBVL,1
SIAVL,SIBVR,1
SIAVL,vBWML5,1
SIAVL,vBWML6,1
SIAVL,vBWML7,1
SIAVL,vBWML8,1
SIAVL,vBWML9,1
SIAVL,vBWML10,1
SIAVL,vBWML11,1
SIAVL,vBWML12,1
SIAVL,vBWML13,1
SIAVL,vBWML14,1
SIAVL,vBWML15,1
SIAVL,vBWML16,1
SIAVR,PLNR,1
SIAVR,RMDL,1
SIAVR,SIBVL,1
SIAVR,vBWMR5,1
SIAVR,vBWMR6,1
SIAVR,vBWMR7,1
SIAVR,vBWMR8,1
SIAVR,vBWMR9,1
SIAVR,vBWMR10,1
SIAVR,vBWMR11,1
SIAVR,vBWMR12,1
SIAVR,vBWMR13,1
SIAVR,vBWMR14,1
SIAVR,vBWMR15,1
SIAVR,vBWMR16,1
DA01,FLPR,1
DA01,DB01,1
DA01,AS01,1
DA01,DD01,1
DA01,VD01,1
DA01,VD02,1
DA01,dBWML6,1
DA01,dBWML7,1
DA01,dBWMR6,1
DA01,dBWMR7,1
DA01,dBWML8,1
DA02,DA03,1
DA02,DB01,1
DA02,AS02,1
DA02,DD01,1
DA02,VD02,1
DA02,VD03,1
DA02,dBWML7,1
DA02,dBWMR7,1
DA02,dBWML8,1
DA02,dBWML9,1
DA02,dBWML10,1
DA02,dBWMR8,1
DA02,dBWMR9,1
DA03,DA04,1
DA03,DB03,1
DA03,AS04,1
DA03,DD02,1
DA03,VD03,1
DA03,VD04,1
DA03,dBWML9,1
DA03,dBWML10,1
DA03,dBWML11,1
DA03,dBWMR9,1
DA03,dBWMR10,1
DA03,dBWMR11,1
DA03,dBWMR12,1
DA04,DB02,1
DA04,DD02,1
DA04,VD04,1
DA04,VD05,1
DA04,dBWML11,1
DA04,dBWML12,1
DA04,dBWML13,1
DA04,dBWMR11,1
DA04,dBWMR12,1
DA04,dBWMR13,1
DA05,DA04,1
DA05,DB04,1
DA05,DD03,1
DA05,VD05,1
DA05,VD06,1
DA05,dBWML12,1
DA05,dBWML13,1
DA05,dBWML14,1
DA05,dBWMR12,1
DA05,dBWMR13,1
DA05,dBWMR14,1
DA06,DA05,1
DA06,DB05,1
DA06,DD03,1
DA06,VD04,1
DA06,VD05,1
DA06,VD06,1
DA06,VD07,1
DA06,dBWML11,1
DA06,dBWML12,1
DA06,dBWML13,1
DA06,dBWML14,1
DA06,dBWML15,1
DA06,dBWML16,1
DA06,dBWMR10,1
DA06,dBWMR11,1
DA06,dBWMR12,1
DA06,dBWMR13,1
DA06,dBWMR14,1
DA06,dBWMR15,1
DA06,dBWMR16,1
DA07,DA06,1
DA07,DB06,1
DA07,DD04,1
DA07,VD07,1
DA07,VD08,1
DA07,VD09,1
DA07,dBWML14,1
DA07,dBWML15,1
DA07,dBWML16,1
DA07,dBWML17,1
DA07,dBWML18,1
DA07,dBWML19,1
DA07,dBWMR14,1
DA07,dBWMR15,1
DA07,dBWMR16,1
DA07,dBWMR17,1
DA07,dBWMR18,1
DA07,dBWMR19,1
DA08,DA07,1
DA08,DB07,1
DA08,DD04,1
DA08,DD05,1
DA08,VD08,1
DA08,VD09,1
DA08,VD10,1
DA08,VD11,1
DA08,VD12,1
DA08,VD13,1
DA08,dBWML16,1
DA08,dBWML17,1
DA08,dBWML18,1
DA08,dBWML19,1
DA08,dBWML20,1
DA08,dBWML21,1
DA08,dBWMR16,1
DA08,dBWMR17,1
DA08,dBWMR18,1
DA08,dBWMR19,1
DA08,dBWMR20,1
DA08,dBWMR21,1
DA09,DVA,1
DA09,DA08,1
DA09,DB07,1
DA09,AS11,1
DA09,DD06,1
DA09,VA11,1
DA09,VA12,1
DA09,VD09,1
DA09,VD10,1
DA09,VD11,1
DA09,VD12,1
DA09,VD13,1
DA09,dBWML19,1
DA09,dBWML20,1
DA09,dBWML21,1
DA09,dBWML22,1
DA09,dBWML23,1
DA09,dBWML24,1
DA09,dBWMR19,1
DA09,dBWMR20,1
DA09,dBWMR21,1
DA09,dBWMR22,1
DA09,dBWMR23,1
DA09,dBWMR24,1
DA09,hyp,1
PDA,PVNR,1
PDA,DA09,1
PDA,DD06,1
PDA,VD11,1
PDA,VD12,1
PDA,VD13,1
PDA,dBWML21,1
PDA,dBWML22,1
PDA,dBWML23,1
PDA,dBWML24,1
PDA,dBWMR21,1
PDA,dBWMR22,1
PDA,dBWMR23,1
PDA,dBWMR24,1
PDA,hyp,1
DB01,FLPR,1
DB01,RID,1
DB01,DA01,1
DB01,DA02,1
DB01,AS01,1
DB01,AS02,1
DB01,DD01,1
DB01,VD01,1
DB01,VD02,1
DB01,VD03,1
DB01,dBWML6,1
DB01,dBWML8,1
DB01,dBWML9,1
DB01,dBWMR8,1
DB01,dBWMR9,1
DB01,hyp,1
DB02,DA02,1
DB02,DA03,1
DB02,DA04,1
DB02,AS03,1
DB02,AS04,1
DB02,DD01,1
DB02,DD02,1
DB02,VD03,1
DB02,VD04,1
DB02,dBWML9,1
DB02,dBWML10,1
DB02,dBWML11,1
DB02,dBWML12,1
DB02,dBWMR9,1
DB02,dBWMR10,1
DB02,dBWMR11,1
DB03,DA04,1
DB03,DA05,1
DB03,AS04,1
DB03,AS05,1
DB03,DD02,1
DB03,DD03,1
DB03,DD05,1
DB03,VD04,1
DB03,VD05,1
DB03,VD06,1
DB03,dBWML11,1
DB03,dBWML12,1
DB03,dBWML13,1
DB03,dBWML14,1
DB03,dBWMR11,1
DB03,dBWMR12,1
DB03,dBWMR13,1
DB04,DA05,1
DB04,AS06,1
DB04,DD03,1
DB04,DD04,1
DB04,DD05,1
DB04,DD06,1
DB04,VD06,1
DB04,dBWML13,1
DB04,dBWML14,1
DB04,dBWML15,1
DB04,dBWML16,1
DB04,dBWMR13,1
DB04,dBWMR14,1
DB04,dBWMR15,1
DB04,dBWMR16,1
DB05,DA06,1
DB05,DA07,1
DB05,DA08,1
DB05,AS07,1
DB05,AS08,1
DB05,VD04,1
DB05,VD05,1
DB05,VD06,1
DB05,VD07,1
DB05,dBWML14,1
DB05,dBWML15,1
DB05,dBWML16,1
DB05,dBWML17,1
DB05,dBWML18,1
DB05,dBWML19,1
DB05,dBWMR14,1
DB05,dBWMR15,1
DB05,dBWMR16,1
DB05,dBWMR17,1
DB05,dBWMR18,1
DB05,dBWMR19,1
DB06,DA08,1
DB06,DA09,1
DB06,AS08,1
DB06,AS09,1
DB06,VD07,1
DB06,VD08,1
DB06,VD09,1
DB06,dBWML16,1
DB06,dBWML17,1
DB06,dBWML18,1
DB06,dBWML19,1
DB06,dBWML20,1
DB06,dBWML21,1
DB06,dBWMR16,1
DB06,dBWMR17,1
DB06,dBWMR18,1
DB06,dBWMR19,1
DB06,dBWMR20,1
DB06,dBWMR21,1
DB07,DA09,1
DB07,AS10,1
DB07,AS11,1
DB07,DD06,1
DB07,VD08,1
DB07,VD09,1
DB07,VD10,1
DB07,VD11,1
DB07,VD12,1
DB07,VD13,1
DB07,dBWML19,1
DB07,dBWML20,1
DB07,dBWML21,1
DB07,dBWML22,1
DB07,dBWML23,1
DB07,dBWML24,1
DB07,dBWMR19,1
DB07,dBWMR20,1
DB07,dBWMR21,1
DB07,dBWMR22,1
DB07,dBWMR23,1
DB07,dBWMR24,1
AS01,DA01,1
AS01,DB01,1
AS01,AS01,1
AS01,DD01,1
AS01,VD01,1
AS01,dBWML6,1
AS01,dBWML7,1
AS01,dBWMR6,1
AS01,dBWMR7,1
AS02,RID,1
AS02,DB01,1
AS02,DD01,1
AS02,VD02,1
AS02,dBWML7,1
AS02,dBWMR7,1
AS02,dBWML8,1
AS02,dBWML9,1
AS02,dBWMR8,1
AS02,dBWMR9,1
AS03,DA03,1
AS03,DD01,1
AS03,VD03,1
AS03,dBWML9,1
AS03,dBWML10,1
AS03,dBWMR9,1
AS03,dBWMR10,1
AS04,DA03,1
AS04,DB02,1
AS04,DD01,1
AS04,DD02,1
AS04,VD04,1
AS04,dBWML10,1
AS04,dBWML11,1
AS04,dBWML12,1
AS04,dBWMR11,1
AS04,dBWMR12,1
AS05,PVDL,1
AS05,DA04,1
AS05,AS05,1
AS05,DD03,1
AS05,VD05,1
AS05,dBWML11,1
AS05,dBWML12,1
AS05,dBWMR12,1
AS06,DA05,1
AS06,DB04,1
AS06,DD03,1
AS06,VD06,1
AS06,dBWML13,1
AS06,dBWML14,1
AS06,dBWMR13,1
AS06,dBWMR14,1
AS07,VD07,1
AS07,dBWML15,1
AS07,dBWML16,1
AS07,dBWMR15,1
AS07,dBWMR16,1
AS08,VD08,1
AS08,dBWML17,1
AS08,dBWML18,1
AS08,dBWMR17,1
AS08,dBWMR18,1
AS09,VD09,1
AS09,dBWML19,1
AS09,dBWML20,1
AS09,dBWMR19,1
AS09,dBWMR20,1
AS10,VD10,1
AS10,VD11,1
AS10,dBWML20,1
AS10,dBWML21,1
AS10,dBWMR21,1
AS10,dBWMR22,1
AS11,DB07,1
AS11,DD06,1
AS11,VD12,1
AS11,VD13,1
AS11,dBWML21,1
AS11,dBWML22,1
AS11,dBWMR22,1
AS11,dBWMR23,1
PDB,DD06,1
PDB,VD12,1
PDB,VD13,1
PDB,dBWML22,1
PDB,dBWML23,1
PDB,dBWML24,1
PDB,dBWMR23,1
PDB,dBWMR24,1
DD01,DA02,1
DD01,VD02,1
DD01,dBWML6,1
DD01,dBWML7,1
DD01,dBWMR6,1
DD01,dBWMR7,1
DD01,dBWML8,1
DD01,dBWML9,1
DD01,dBWMR8,1
DD01,dBWMR9,1
DD01,dBWMR10,1
DD02,DA03,1
DD02,VD03,1
DD02,VD04,1
DD02,dBWML10,1
DD02,dBWML11,1
DD02,dBWML12,1
DD02,dBWMR10,1
DD02,dBWMR11,1
DD02,dBWMR12,1
DD03,DA05,1
DD03,dBWML12,1
DD03,dBWML13,1
DD03,dBWML14,1
DD03,dBWML15,1
DD03,dBWMR11,1
DD03,dBWMR12,1
DD03,dBWMR13,1
DD03,dBWMR14,1
DD03,dBWMR15,1
DD03,vBWML13,1
DD04,dBWML16,1
DD04,dBWML17,1
DD04,dBWML18,1
DD04,dBWMR13,1
DD04,dBWMR14,1
DD04,dBWMR15,1
DD04,dBWMR16,1
DD04,dBWMR17,1
DD04,dBWMR18,1
DD05,dBWML19,1
DD05,dBWML20,1
DD05,dBWML21,1
DD05,dBWMR19,1
DD05,dBWMR20,1
DD05,dBWMR21,1
DD06,DB07,1
DD06,VD13,1
DD06,dBWML22,1
DD06,dBWML23,1
DD06,dBWML24,1
DD06,dBWMR22,1
DD06,dBWMR23,1
DD06,dBWMR24,1
VA01,DA02,1
VA01,DD01,1
VA01,VD01,1
VA01,vBWML7,1
VA01,vBWMR7,1
VA01,vBWML8,1
VA01,vBWMR8,1
VA02,AVAL,1
VA02,DD01,1
VA02,VA01,1
VA02,VA03,1
VA02,VB01,1
VA02,VB02,1
VA02,VD01,1
VA02,VD02,1
VA02,vBWML7,1
VA02,vBWMR7,1
VA02,vBWML8,1
VA02,vBWML9,1
VA02,vBWMR8,1
VA02,vBWMR9,1
VA03,DD01,1
VA03,DD02,1
VA03,VA04,1
VA03,VB02,1
VA03,VB03,1
VA03,VD02,1
VA03,VD03,1
VA03,vBWML8,1
VA03,vBWML9,1
VA03,vBWML10,1
VA03,vBWML11,1
VA03,vBWMR9,1
VA03,vBWMR10,1
VA03,vBWMR11,1
VA04,AVDL,1
VA04,AVER,1
VA04,AVAR,1
VA04,DD02,1
VA04,VB03,1
VA04,VB04,1
VA04,VD04,1
VA04,vBWML12,1
VA04,vBWML13,1
VA04,vBWMR11,1
VA04,vBWMR12,1
VA04,vBWMR13,1
VA05,DD02,1
VA05,DD03,1
VA05,VA06,1
VA05,VB04,1
VA05,VD05,1
VA05,vBWML12,1
VA05,vBWML13,1
VA05,vBWMR12,1
VA05,vBWMR13,1
VA05,vBWMR14,1
VA06,AVAR,1
VA06,AS01,1
VA06,AS02,1
VA06,DD03,1
VA06,VA05,1
VA06,VB04,1
VA06,VB05,1
VA06,VD05,1
VA06,VD06,1
VA06,vBWML13,1
VA06,vBWML14,1
VA06,vBWML15,1
VA06,vBWMR12,1
VA06,vBWMR13,1
VA06,vBWMR14,1
VA06,vBWMR15,1
VA07,AS01,1
VA07,AS02,1
VA07,AS03,1
VA07,DD03,1
VA07,DD04,1
VA07,VB06,1
VA07,VD06,1
VA07,VD07,1
VA07,vBWML14,1
VA07,vBWML15,1
VA07,vBWML16,1
VA07,vBWMR14,1
VA07,vBWMR15,1
VA07,vBWMR16,1
VA07,vm1AR,1
VA08,AS02,1
VA08,AS03,1
VA08,AS04,1
VA08,AS05,1
VA08,DD04,1
VA08,DD05,1
VA08,VB06,1
VA08,VD07,1
VA08,VD08,1
VA08,VD09,1
VA08,vBWML16,1
VA08,vBWML17,1
VA08,vBWML18,1
VA08,vBWMR14,1
VA08,vBWMR15,1
VA08,vBWMR16,1
VA08,vBWMR17,1
VA08,vBWMR18,1
VA09,AS06,1
VA09,AS07,1
VA09,DD04,1
VA09,DD05,1
VA09,DD06,1
VA09,VB07,1
VA09,VB08,1
VA09,VD09,1
VA09,VD10,1
VA09,VD11,1
VA09,vBWML17,1
VA09,vBWML18,1
VA09,vBWML19,1
VA09,vBWMR17,1
VA09,vBWMR18,1
VA09,vBWMR19,1
VA10,AS06,1
VA10,AS07,1
VA10,AS10,1
VA10,DD05,1
VA10,DD06,1
VA10,VB08,1
VA10,VB09,1
VA10,VD10,1
VA10,VD11,1
VA10,VD12,1
VA10,vBWML18,1
VA10,vBWML19,1
VA10,vBWML20,1
VA10,vBWMR18,1
VA10,vBWMR19,1
VA10,vBWMR20,1
VA10,vBWMR21,1
VA10,hyp,1
VA11,PVNR,1
VA11,AS07,1
VA11,AS08,1
VA11,AS09,1
VA11,DD06,1
VA11,VB10,1
VA11,VD11,1
VA11,VD12,1
VA11,vBWML19,1
VA11,vBWML20,1
VA11,vBWML21,1
VA11,vBWMR20,1
VA11,vBWMR21,1
VA11,vBWMR22,1
VA11,vBWMR23,1
VA12,PHCR,1
VA12,LUAL,1
VA12,AVAL,1
VA12,PVCL,1
VA12,PVCR,1
VA12,DA08,1
VA12,DA09,1
VA12,DB07,1
VA12,AS08,1
VA12,AS09,1
VA12,AS10,1
VA12,AS11,1
VA12,DD06,1
VA12,VA11,1
VA12,VB11,1
VA12,VD12,1
VA12,VD13,1
VA12,vBWML21,1
VA12,vBWML22,1
VA12,vBWML23,1
VA12,vBWMR21,1
VA12,vBWMR22,1
VA12,vBWMR23,1
VA12,vBWMR24,1
VA12,hyp,1
VB01,ADAL,1
VB01,AIBR,1
VB01,SAADL,1
VB01,SAADR,1
VB01,RIML,1
VB01,RMFL,1
VB01,SABD,1
VB01,SMBVL,1
VB01,DD01,1
VB01,VA01,1
VB01,VA02,1
VB01,VA03,1
VB01,VA04,1
VB01,VB02,1
VB01,VD01,1
VB01,VD02,1
VB01,vBWML7,1
VB01,vBWMR7,1
VB01,vBWMR9,1
VB01,hyp,1
VB02,AVEL,1
VB02,DD01,1
VB02,DD02,1
VB02,VA02,1
VB02,VA03,1
VB02,VD02,1
VB02,VD03,1
VB02,vBWML8,1
VB02,vBWML9,1
VB02,vBWML10,1
VB02,vBWML11,1
VB02,vBWMR8,1
VB02,vBWMR10,1
VB02,vBWMR11,1
VB02,VC02,1
VB03,DD02,1
VB03,VA04,1
VB03,VA05,1
VB03,VD03,1
VB03,VD04,1
VB03,vBWML10,1
VB03,vBWML11,1
VB03,vBWML12,1
VB03,vBWML13,1
VB03,vBWMR10,1
VB03,vBWMR11,1
VB03,vBWMR12,1
VB03,vBWMR13,1
VB04,AVG,1
VB04,DD02,1
VB04,DD03,1
VB04,VA04,1
VB04,VA05,1
VB04,VB05,1
VB04,VD04,1
VB04,VD05,1
VB04,vBWML12,1
VB04,vBWML13,1
VB04,vBWMR12,1
VB04,vBWMR13,1
VB04,vBWMR14,1
VB05,DD03,1
VB05,VA06,1
VB05,VD06,1
VB05,vBWML12,1
VB05,vBWML13,1
VB05,vBWML14,1
VB05,vBWML15,1
VB05,vBWMR13,1
VB05,vBWMR14,1
VB05,vBWMR15,1
VB05,vBWMR16,1
VB06,DVA,1
VB06,PVNR,1
VB06,DD04,1
VB06,VA07,1
VB06,VA08,1
VB06,VB07,1
VB06,VD06,1
VB06,VD07,1
VB06,vBWML15,1
VB06,vBWML16,1
VB06,vBWML17,1
VB06,vBWMR14,1
VB06,vBWMR15,1
VB06,vBWMR16,1
VB06,vBWMR17,1
VB06,vm1AR,1
VB07,DD04,1
VB07,DD05,1
VB07,VA09,1
VB07,VA10,1
VB07,VD08,1
VB07,VD09,1
VB07,vBWML16,1
VB07,vBWML17,1
VB07,vBWML18,1
VB07,vBWMR16,1
VB07,vBWMR17,1
VB07,vBWMR18,1
VB08,DD05,1
VB08,DD06,1
VB08,VA11,1
VB08,VD09,1
VB08,VD10,1
VB08,vBWML18,1
VB08,vBWML19,1
VB08,vBWML20,1
VB08,vBWMR18,1
VB08,vBWMR19,1
VB08,vBWMR20,1
VB09,DD05,1
VB09,DD06,1
VB09,VA11,1
VB09,VD10,1
VB09,VD11,1
VB09,vBWML19,1
VB09,vBWML20,1
VB09,vBWML21,1
VB09,vBWMR19,1
VB09,vBWMR20,1
VB09,vBWMR21,1
VB10,PVT,1
VB10,DD06,1
VB10,VA11,1
VB10,VD11,1
VB10,VD12,1
VB10,vBWML19,1
VB10,vBWML20,1
VB10,vBWML21,1
VB10,vBWML22,1
VB10,vBWMR20,1
VB10,vBWMR21,1
VB10,vBWMR22,1
VB11,PVWL,1
VB11,PVWR,1
VB11,PVCR,1
VB11,DD06,1
VB11,VA12,1
VB11,VD12,1
VB11,VD13,1
VB11,vBWML21,1
VB11,vBWML22,1
VB11,vBWML23,1
VB11,vBWMR21,1
VB11,vBWMR22,1
VB11,vBWMR23,1
VD01,DD01,1
VD01,VA01,1
VD01,VB01,1
VD01,vBWML7,1
VD01,vBWML8,1
VD02,AVEL,1
VD02,AS01,1
VD02,DD01,1
VD02,VA02,1
VD02,VB02,1
VD02,vBWML7,1
VD02,vBWMR7,1
VD02,vBWML8,1
VD02,vBWML9,1
VD02,vBWMR8,1
VD02,vBWMR9,1
VD03,DD01,1
VD03,VA03,1
VD03,VB02,1
VD03,VB03,1
VD03,vBWML10,1
VD03,vBWML11,1
VD03,vBWMR10,1
VD03,vBWMR11,1
VD04,VA04,1
VD04,VB03,1
VD04,vBWML12,1
VD04,vBWML13,1
VD04,vBWMR11,1
VD04,vBWMR12,1
VD04,vBWMR13,1
VD05,AVAR,1
VD05,DD03,1
VD05,VA05,1
VD05,VA06,1
VD05,VB01,1
VD05,VB04,1
VD05,vBWML12,1
VD05,vBWML13,1
VD05,vBWML14,1
VD05,vBWMR12,1
VD05,vBWMR13,1
VD06,PVNR,1
VD06,AVAL,1
VD06,DD03,1
VD06,VA06,1
VD06,VB05,1
VD06,vBWML13,1
VD06,vBWML14,1
VD06,vBWML15,1
VD06,vBWML16,1
VD06,vBWMR13,1
VD06,vBWMR14,1
VD06,vBWMR15,1
VD07,DD04,1
VD07,VA07,1
VD07,VB06,1
VD07,VB07,1
VD07,vBWML14,1
VD07,vBWML15,1
VD07,vBWML16,1
VD07,vBWMR14,1
VD07,vBWMR15,1
VD07,vBWMR16,1
VD07,vm1AR,1
VD08,PVT,1
VD08,DD04,1
VD08,VA08,1
VD08,VA09,1
VD08,VB07,1
VD08,vBWML15,1
VD08,vBWML16,1
VD08,vBWML17,1
VD08,vBWMR16,1
VD08,vBWMR17,1
VD08,vBWMR18,1
VD09,VA09,1
VD09,VB08,1
VD09,vBWML17,1
VD09,vBWML18,1
VD09,vBWML19,1
VD09,vBWMR18,1
VD09,vBWMR19,1
VD09,vBWMR20,1
VD10,VA10,1
VD10,VB09,1
VD10,vBWML18,1
VD10,vBWML19,1
VD10,vBWML20,1
VD10,vBWMR19,1
VD10,vBWMR20,1
VD10,vBWMR21,1
VD11,PVT,1
VD11,AVAR,1
VD11,DD06,1
VD11,VA11,1
VD11,VB10,1
VD11,vBWML19,1
VD11,vBWML20,1
VD11,vBWML21,1
VD11,vBWMR20,1
VD11,vBWMR21,1
VD11,vBWMR22,1
VD12,DD06,1
VD12,VA11,1
VD12,VA12,1
VD12,VB11,1
VD12,vBWML20,1
VD12,vBWML21,1
VD12,vBWML22,1
VD12,vBWMR20,1
VD12,vBWMR21,1
VD12,vBWMR22,1
VD12,vBWMR23,1
VD12,VC06,1
VD13,PVWL,1
VD13,AVAR,1
VD13,PVCR,1
VD13,DD06,1
VD13,VA12,1
VD13,VD12,1
VD13,VD13,1
VD13,dBWMR22,1
VD13,vBWML19,1
VD13,vBWML21,1
VD13,vBWML22,1
VD13,vBWML23,1
VD13,vBWMR21,1
VD13,vBWMR22,1
VD13,vBWMR23,1
VD13,vBWMR24,1
HSNL,ASJR,1
HSNL,AWAR,1
HSNL,AWBL,1
HSNL,AWBR,1
HSNL,ASKL,1
HSNL,ASKR,1
HSNL,ASHL,1
HSNL,ASHR,1
HSNL,ADLL,1
HSNL,ADLR,1
HSNL,AIMR,1
HSNL,RIR,1
HSNL,AIAL,1
HSNL,AIZL,1
HSNL,AIZR,1
HSNL,PVQL,1
HSNL,RIFL,1
HSNL,AVFL,1
HSNL,AVFR,1
HSNL,RMGR,1
HSNL,AVJL,1
HSNL,RIML,1
HSNL,vBWML11,1
HSNL,vBWML15,1
HSNL,vBWML16,1
HSNL,vBWMR11,1
HSNL,hyp,1
HSNL,HSNL,1
HSNL,HSNR,1
HSNL,VC05,1
HSNL,vm2AL,1
HSNL,vm2AR,1
HSNL,vm2PL,1
HSNL,vm2PR,1
HSNR,AWBL,1
